"31C68072-4835-FEE3-E063-4804A8C04F37","160000","2025-03-24","M12 4GP","T","N","F","","40","SEDDON STREET","","MANCHESTER","MANCHESTER","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/31C68072-4835-FEE3-E063-4804A8C04F37/current"
"2ACACE8D-8909-295E-E063-4804A8C0B0EB","200000","2024-11-22","M12 4JX","T","N","F","","16","HOSKINS CLOSE","","MANCHESTER","MANCHESTER","GREATER MANCHESTER","B","http://landregistry.data.gov.uk/data/ppi/transaction/2ACACE8D-8909-295E-E063-4804A8C0B0EB/current"
"34222872-4270-4D2B-E063-4704A8C07853","155000","2025-03-24","M12 4JX","T","N","F","","17","HOSKINS CLOSE","","MANCHESTER","MANCHESTER","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/34222872-4270-4D2B-E063-4704A8C07853/current"
"2ACACE8C-D1C3-295E-E063-4804A8C0B0EB","216000","2024-12-02","M12 4PZ","S","N","F","","29","SARNESFIELD CLOSE","","MANCHESTER","MANCHESTER","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/2ACACE8C-D1C3-295E-E063-4804A8C0B0EB/current"
"31C68072-0C7A-FEE3-E063-4804A8C04F37","232000","2025-02-21","M12 5AS","S","N","F","","1","ASSISI GARDENS","","MANCHESTER","MANCHESTER","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/31C68072-0C7A-FEE3-E063-4804A8C04F37/current"
"36A61A94-8A08-DEF2-E063-4704A8C046AE","180000","2024-12-11","M12 5DF","S","N","F","","13","GORTON LANE","","MANCHESTER","MANCHESTER","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/36A61A94-8A08-DEF2-E063-4704A8C046AE/current"
"2D4D7609-D615-BDF9-E063-4804A8C0672F","156000","2024-12-19","M12 5EE","T","N","F","","16","FAIRHAVEN STREET","WEST GORTON","MANCHESTER","MANCHESTER","GREATER MANCHESTER","B","http://landregistry.data.gov.uk/data/ppi/transaction/2D4D7609-D615-BDF9-E063-4804A8C0672F/current"
"2F7F2B42-F92B-E08F-E063-4804A8C05A49","267000","2025-02-10","M12 5LW","T","N","F","","8","WHIXHALL AVENUE","","MANCHESTER","MANCHESTER","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/2F7F2B42-F92B-E08F-E063-4804A8C05A49/current"
"34222872-41F4-4D2B-E063-4704A8C07853","159000","2025-03-10","M12 5PR","T","N","F","","13","NORMAN STREET","","MANCHESTER","MANCHESTER","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/34222872-41F4-4D2B-E063-4704A8C07853/current"
"31C68072-0A6E-FEE3-E063-4804A8C04F37","223000","2025-02-21","M12 5PU","S","N","F","","2","WESTBROOK SQUARE","","MANCHESTER","MANCHESTER","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/31C68072-0A6E-FEE3-E063-4804A8C04F37/current"
"34222872-44D9-4D2B-E063-4704A8C07853","225000","2025-03-28","M12 5SA","T","N","F","","2","CORMORANT WALK","","MANCHESTER","MANCHESTER","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/34222872-44D9-4D2B-E063-4704A8C07853/current"
"31C68072-36A7-FEE3-E063-4804A8C04F37","189000","2025-02-20","M12 5SX","S","N","F","","24","GATLING AVENUE","","MANCHESTER","MANCHESTER","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/31C68072-36A7-FEE3-E063-4804A8C04F37/current"
"2ACACE8D-8E71-295E-E063-4804A8C0B0EB","168000","2024-11-29","M12 5SZ","T","N","F","","15","BICKERDIKE AVENUE","","MANCHESTER","MANCHESTER","GREATER MANCHESTER","B","http://landregistry.data.gov.uk/data/ppi/transaction/2ACACE8D-8E71-295E-E063-4804A8C0B0EB/current"
"34222872-44DB-4D2B-E063-4704A8C07853","166000","2025-04-16","M12 5TE","T","N","F","","20","GRASMERE STREET","","MANCHESTER","MANCHESTER","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/34222872-44DB-4D2B-E063-4704A8C07853/current"
"36A61A94-8B3C-DEF2-E063-4704A8C046AE","130000","2025-04-25","M12 5TF","T","N","F","","12","METHUEN STREET","","MANCHESTER","MANCHESTER","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/36A61A94-8B3C-DEF2-E063-4704A8C046AE/current"
"2F7F2B42-F384-E08F-E063-4804A8C05A49","240000","2025-01-24","M12 5TP","S","N","F","","42","RINGWOOD AVENUE","","MANCHESTER","MANCHESTER","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/2F7F2B42-F384-E08F-E063-4804A8C05A49/current"
"36A61A94-AA32-DEF2-E063-4704A8C046AE","315000","2025-04-30","M12 5TW","S","N","F","","54","HEMMONS ROAD","","MANCHESTER","MANCHESTER","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/36A61A94-AA32-DEF2-E063-4704A8C046AE/current"
"2D4D7608-EFC2-BDF9-E063-4804A8C0672F","187875","2024-12-18","M12 6PT","T","N","F","","223","PALMERSTON STREET","","MANCHESTER","MANCHESTER","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/2D4D7608-EFC2-BDF9-E063-4804A8C0672F/current"
"36A61A95-4844-DEF2-E063-4704A8C046AE","191000","2025-03-06","M12 6WF","T","N","F","","278","VIADUCT STREET","","MANCHESTER","MANCHESTER","GREATER MANCHESTER","B","http://landregistry.data.gov.uk/data/ppi/transaction/36A61A95-4844-DEF2-E063-4704A8C046AE/current"
"2ACACE8C-D045-295E-E063-4804A8C0B0EB","221500","2024-12-06","M13 0AY","T","N","F","","14","WEST GROVE","","MANCHESTER","MANCHESTER","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/2ACACE8C-D045-295E-E063-4804A8C0B0EB/current"
"36A61A95-4D9F-DEF2-E063-4704A8C046AE","150000","2025-05-15","M13 0AZ","T","N","F","","7","NORTH GROVE","","MANCHESTER","MANCHESTER","GREATER MANCHESTER","B","http://landregistry.data.gov.uk/data/ppi/transaction/36A61A95-4D9F-DEF2-E063-4704A8C046AE/current"
"2D4D7608-EF49-BDF9-E063-4804A8C0672F","225000","2024-12-20","M13 0AZ","T","N","F","","11","NORTH GROVE","","MANCHESTER","MANCHESTER","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/2D4D7608-EF49-BDF9-E063-4804A8C0672F/current"
"31C68072-0A10-FEE3-E063-4804A8C04F37","222500","2025-02-28","M13 0BA","T","N","F","","20","EAST GROVE","","MANCHESTER","MANCHESTER","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/31C68072-0A10-FEE3-E063-4804A8C04F37/current"
"2ACACE8C-F23F-295E-E063-4804A8C0B0EB","320000","2024-11-27","M13 0EA","S","N","F","","31","CARMOOR ROAD","","MANCHESTER","MANCHESTER","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/2ACACE8C-F23F-295E-E063-4804A8C0B0EB/current"
"2F7F2B42-F7F3-E08F-E063-4804A8C05A49","210000","2025-01-31","M13 0EL","T","N","F","","19","WELBY STREET","","MANCHESTER","MANCHESTER","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/2F7F2B42-F7F3-E08F-E063-4804A8C05A49/current"
"2D4D7608-EBA2-BDF9-E063-4804A8C0672F","208000","2024-12-05","M13 0EL","T","N","F","","23","WELBY STREET","","MANCHESTER","MANCHESTER","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/2D4D7608-EBA2-BDF9-E063-4804A8C0672F/current"
"2D4D7609-DCAE-BDF9-E063-4804A8C0672F","392500","2024-12-20","M13 0LX","T","N","F","","334","PLYMOUTH GROVE","","MANCHESTER","MANCHESTER","GREATER MANCHESTER","B","http://landregistry.data.gov.uk/data/ppi/transaction/2D4D7609-DCAE-BDF9-E063-4804A8C0672F/current"
"31C68072-F84D-FEE3-E063-4804A8C04F37","375000","2025-01-31","M13 0PL","T","N","F","","157","HAMILTON ROAD","","MANCHESTER","MANCHESTER","GREATER MANCHESTER","B","http://landregistry.data.gov.uk/data/ppi/transaction/31C68072-F84D-FEE3-E063-4804A8C04F37/current"
"34222872-462E-4D2B-E063-4704A8C07853","300000","2025-03-18","M13 0PX","S","N","F","","198","HAMILTON ROAD","","MANCHESTER","MANCHESTER","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/34222872-462E-4D2B-E063-4704A8C07853/current"
"2F7F2B43-CDB2-E08F-E063-4804A8C05A49","210000","2025-02-03","M13 0PZ","T","N","F","","25","TURNBULL ROAD","LONGSIGHT","MANCHESTER","MANCHESTER","GREATER MANCHESTER","B","http://landregistry.data.gov.uk/data/ppi/transaction/2F7F2B43-CDB2-E08F-E063-4804A8C05A49/current"
"34222872-6C56-4D2B-E063-4704A8C07853","170000","2025-01-30","M13 0QN","T","N","F","","8","HECTOR ROAD","","MANCHESTER","MANCHESTER","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/34222872-6C56-4D2B-E063-4704A8C07853/current"
"31C68072-3282-FEE3-E063-4804A8C04F37","64000","2025-02-14","M13 0SW","S","N","F","","59","STAMFORD ROAD","","MANCHESTER","MANCHESTER","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/31C68072-3282-FEE3-E063-4804A8C04F37/current"
"2F7F2B42-F67D-E08F-E063-4804A8C05A49","260000","2025-02-11","M13 0TA","T","N","F","","157","BERESFORD ROAD","","MANCHESTER","MANCHESTER","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/2F7F2B42-F67D-E08F-E063-4804A8C05A49/current"
"2F7F2B43-315D-E08F-E063-4804A8C05A49","230000","2025-02-20","M13 0TD","S","N","F","","9","RAINCLIFF AVENUE","","MANCHESTER","MANCHESTER","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/2F7F2B43-315D-E08F-E063-4804A8C05A49/current"
"31C68072-095B-FEE3-E063-4804A8C04F37","240000","2025-02-21","M13 0TD","S","N","F","","14","RAINCLIFF AVENUE","","MANCHESTER","MANCHESTER","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/31C68072-095B-FEE3-E063-4804A8C04F37/current"
"2ACACE8C-D3CF-295E-E063-4804A8C0B0EB","285000","2024-12-02","M13 0TL","T","N","F","","46","OLD HALL LANE","","MANCHESTER","MANCHESTER","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/2ACACE8C-D3CF-295E-E063-4804A8C0B0EB/current"
"34222872-6BA9-4D2B-E063-4704A8C07853","248000","2025-03-25","M13 0WP","T","N","F","","7","BERESFORD ROAD","","MANCHESTER","MANCHESTER","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/34222872-6BA9-4D2B-E063-4704A8C07853/current"
"2D4D7609-D617-BDF9-E063-4804A8C0672F","185000","2025-01-15","M13 0WS","T","N","F","","15","LINCOLN STREET","","MANCHESTER","MANCHESTER","GREATER MANCHESTER","B","http://landregistry.data.gov.uk/data/ppi/transaction/2D4D7609-D617-BDF9-E063-4804A8C0672F/current"
"2D4D7609-195F-BDF9-E063-4804A8C0672F","280000","2025-01-10","M13 0XS","S","N","F","","8","TELFER ROAD","","MANCHESTER","MANCHESTER","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/2D4D7609-195F-BDF9-E063-4804A8C0672F/current"
"2F7F2B43-3476-E08F-E063-4804A8C05A49","205000","2024-12-10","M13 0YG","T","N","F","","56","GREVILLE STREET","","MANCHESTER","MANCHESTER","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/2F7F2B43-3476-E08F-E063-4804A8C05A49/current"
"36A61A94-BE0B-DEF2-E063-4704A8C046AE","300000","2025-04-07","M13 9SY","T","N","F","","74","KINCARDINE ROAD","","MANCHESTER","MANCHESTER","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/36A61A94-BE0B-DEF2-E063-4704A8C046AE/current"
"36A61A94-BE24-DEF2-E063-4704A8C046AE","365000","2025-03-14","M13 9US","T","N","F","","6","DEANWATER CLOSE","","MANCHESTER","MANCHESTER","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/36A61A94-BE24-DEF2-E063-4704A8C046AE/current"
"34222873-24AF-4D2B-E063-4704A8C07853","425000","2025-04-04","M14 4AJ","S","N","F","","108","HEALD GROVE","","MANCHESTER","MANCHESTER","GREATER MANCHESTER","B","http://landregistry.data.gov.uk/data/ppi/transaction/34222873-24AF-4D2B-E063-4704A8C07853/current"
"34222872-4227-4D2B-E063-4704A8C07853","208000","2025-03-20","M14 4BX","T","N","F","","3","OSSORY STREET","","MANCHESTER","MANCHESTER","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/34222872-4227-4D2B-E063-4704A8C07853/current"
